,text_a,label
1945,RT @itscaitlinhd: NEW: Medical records suggest that immigrant women detained in Georgia underwent invasive gynecological surgeries unnecessarily. And emails show that referrals to the doctor performing them continued despite years of complaints. With @SethFW and @mirjordan https://t.co/EA1HYqLuyB,0
1946,RT @frankadirector: Latinx Creatives Call for More and Better Representation in Open Letter to Hollywood https://t.co/pohWaJTHEL via @variety #getloudbrown @HispanicCaucus @JoaquinCastrotx,0
1947,RT @BuildingFilm: TONIGHT: Join us for a virtual screening and discussion with U.S. Congressman Joaquin Castro and Director Chelsea Hernandez! Hosted by @tprcinema @tprnews @klrn  https://t.co/emJKB9NLeX https://t.co/SNYd9m4QmY,0
1948,RT @JJCarafano: @GOPLeader @texasgal503 #BackTheBlue https://t.co/OLyDf6vGU7,0
1949,"RT @kdhnews: The boxes of food, which were packed with things such as chicken nuggets, hot dogs, shredded cheese and fruit, were part of the USDA’s Farmers to Families Food Box Program. https://t.co/G3K7q3rQ8V",0
1950,RT @NBCLatino: Mexico says it has identified two women who may have been operated on without their consent while they were detained by U.S. immigration authorities. https://t.co/eVYZhAMc9k,0
1951,"RT @HardinLang1: “I’ve been advocating for $20 billion in foreign assistance... there’s a great need, not only in the U.S. but across the world. People are suffering &amp; nations are reeling from the effects of COVID-19.” Thank you for your leadership ⁦@JoaquinCastrotx⁩ https://t.co/SV8uZAy9fv",0
1952,"I’m proud to partner with local officials to deliver relief for Coryell County during COVID-19. #TX25

➡️ $84,317 for Coryell Health
➡️ $45,217 for the Copperas Cove Housing Authority
➡️ $27,873 for the Gatesville Housing Authority https://t.co/zPZkzi1vmA",0
1953,"RT @MrAndyNgo: Threatening messages sent to Democrats blamed on Proud Boys actually came from Iran, FBI says. The foreign disinformation was meant to incite more unrest and damage the candidacy of Donald Trump. https://t.co/PaXxGpgQOb",0
1954,RT @fpleitgenCNN: Another amazing interview by ⁦@mehdirhasan⁩ this time with ⁦@AmbJohnBolton⁩ - Mehdi Hasan Grills John Bolton on Any Regrets Over Iraq War https://t.co/MUPlpIPCf1,0
1955,RT @propublica: The Trump administration labeled its vaccine czar a “contractor” to sidestep rules against personally profiting from government positions. The man holding this position owns $10 million in stock of a company working with his team to develop a vaccine. https://t.co/vtGyFwzpJv,0
1956,"RT @RepLloydDoggett: ⬇️Weighed in with @nytimes on Donald Trump’s desperate attempts to pad his own pockets with taxpayer benefits after his cascading business failures:

https://t.co/11vMq4M34r https://t.co/NBEd1QLXFX",0
1957,"There's still time left! Get registered to vote before today’s deadline. If you are not registered by today, you will not be able to vote in November 3 Presidential race. Register now! https://t.co/DftZUSP2ak",0
1958,The peace agreement announced today between Israel and the UAE is incredibly important and should give us all hope for lasting stability and peace in the region. https://t.co/Fe2KGvvdbT,0
1959,Looking for an update on progress towards a #COVID19 vaccine? @washingtonpost shared this graphic about the progress in the fight to bring a safe &amp; effective vaccine to the public: https://t.co/mpy2gMU1FN,0
1960,RT @NADB_BDAN: Great article by @RioGGuardian highlighting last week’s announcement of @EPA $15 million for drinking 💧 &amp; wastewater projects along #USMX border. Thx @RepCuellar @JohnCornyn @HurdOnTheHill @EPARegion6 @cmateos for participating. #NADB https://t.co/FltrANU8ZQ,0
1961,"RT @HarrisVotes: Who's voting today? Help spread the word that Voting Centers are OPEN noon-7 p.m. It's your final chance to vote on the weekend. No wait, vote anywhere.  https://t.co/s3HBl2J9bW #HarrisVotes #Houston #VoteEarly https://t.co/rOgu0mdLue",0
1962,"RT @CBS4Local: Along with a panel of national education experts, several heads of El Paso’s school districts laid out some of the problems families have already told them about.
https://t.co/cUz7sa9OXt",0
1963,RT @kylegriffin1: Breaking via NYT: The CDC was instructed by higher-ups within the Trump admin to modify its coronavirus testing guidelines this week to exclude people who do not have symptoms of Covid-19 — even if they have been recently exposed to the virus. https://t.co/8f9iXiDR3L,0
1964,"RT @RefugeesIntl: Tomorrow, join @amnestyusa, @amnestynow, @CGRShastings, @humanrights1st, &amp; @YaelSchacher for a discussion on the US/Canada Safe Third Country Agreement + opening remarks from @JoaquinCastrotx.

Learn more &amp; RSVP now:
https://t.co/8WFnl2QYFF",0
1965,"New research from The @TrevorProject found that 44% of Black LGBTQ youth seriously considered suicide in the past year, including 59% of Black transgender youth. We must take an intersectional approach to mental health and confront systemic barriers. https://t.co/yzXubSfVMb",0
1966,"RT @CNN: The number of speaking roles for non-White actors in major Hollywood films reached a record high in 2019, but on-screen representation for Latinos and women of color still lags far behind other groups, according to a new study https://t.co/zzlxNdrhPs",0
1967,"RT @KoltenParker: A bystander captured footage of the incident. Police say he should have cooperated and they would've let him go. He has no criminal record and remains in jail 2 days later. His father says the video is ""extremely painful"" to watch: https://t.co/U6LrFWNnOc",0
1968,RT @kylegriffin1: The health department's top lawyer is warning in an internal memo that Trump's plan to give seniors $200 discount cards to buy prescription drugs could violate election law. https://t.co/BFrLq4tnvX,0
1969,"San Antonians, looking for new a job or training for a new career? 

Contact Workforce Solutions Alamo at 210-224-HELP or https://t.co/YXIPXrJnWB

https://t.co/F4JpXBqx63",0
1970,"As this pandemic continues, we all must stay vigilant on social media and other websites against false information about coronavirus. Learn how to spot misinformation about #COVID19 so you and your family can stay safe and healthy. https://t.co/2qUYCDf0hE",0
1971,"RT @HouseGOP: Republicans believe America is worth fighting for.
 
This is our Commitment to America:
https://t.co/yj4LrOerIZ",0
1972,RT @SuzGamboa: Another Fort Hood soldier is missing. The Army asks for help. https://t.co/dUwnyAHEV9 via @nbcnews,0
1973,RT @NBCDFW: Congresswoman Johnson's National Suicide Hotline Designation Act Passes in the House https://t.co/l4V9IVs6d1,0
1974,"RT @toddgillman: .@SpeakerPelosi refers to ""President-elect Biden""

“I hope Republicans will turn the chapter on a dark part of American political history and a dark chapter in the history of the Republican Party, and turn the page on Donald Trump,” said @JoaquinCastrotx.

https://t.co/SwFazhEqnu",0
1975,"RT @thehill: The Pentagon reportedly redirected most of its $1 billion in pandemic funding to defense contractors — who exchanged the money for jet engine parts, body armor and other military supplies. https://t.co/BwOKWKd8Ey",0
1976,"RT @Nicolemarie_A: The Army is asking for the public’s help in its search for Sgt. Elder Fernandes, another Fort Hood missing soldier.

His mother told me she has traveled from Massachusetts to Texas to seek answers. ""As of right now, I'm not getting any,"" she said. @NBCNews https://t.co/ierr4VG09K",0
1977,"As #COVID19 cases rise again in Dallas County, it is important that we continue to follow best practices to stay safe and protect our frontline workers. Always wear a mask in public, wash your hands often, social distance and stay home if you are sick. https://t.co/lLSlhaOj8n",0
1978,"“We didn’t have to lay off anybody,” Crawford said. “We in fact added some the last months because our jobs have grown as our orders have started to pick back up.”

Read more about how the PPP helped save crucial manufacturing jobs in #TX25 ⬇️ https://t.co/ABeSWDIFRR",0
1979,"RT @SarabiaTX: “And in his four terms, @JoaquinCastrotx has gone out of his way to develop a foreign policy specialization.” 

https://t.co/j2jDhhkE9K",0
1980,I’ve worked with @RepRobinKelly &amp; @BPC_Bipartisan over the past year to develop concrete steps policymakers can take to advance the development of artificial intelligence. Tune in tomorrow at 3:30pm ET to learn more about our national strategy on AI: https://t.co/F1JjS01hVh,0
1981,"Thank you for having me on @allinwithchris , we will get to the bottom of this. https://t.co/HaDdFfSzQI QUOTE @allinwithchris: Rep. Jackson Lee stops deportation of woman claiming Fallopian tube removed without consent at ICE facility. https://t.co/lTNFTWL3VI",0
1982,"RT @LDCLatino: ""The entertainment industry is the main narrative-creating and image-defining institution of American society. Unfortunately, Latinos are often depicted as stereotypes"" - @JoaquinCastrotx 

https://t.co/bTLUt4GDAX",0
1983,"RT @ElPasoTXGov: Enroll in the EP Rent Help Program Now! On average El Paso landlords could save approximately $2,467 for each tenant they enroll in the EP Rent Program rather than evicting.  Landlords have ONE more day to get verified. Visit https://t.co/nydjVmcGRI for application submission. https://t.co/JgKjQxudEJ",0
1984,"""He read posts...dismissing it as a minor affliction that killed a small fraction of people. One of those people, he thought, was his Dana.""

Powerful @nytimes piece features ATX artist's flags, to show those lost.

Each person the whole world to someone.

https://t.co/0oePKWjRns",0
1985,"For folks in San Antonio who’ve lost their job because of COVID-19, this is a good opportunity to gain new skills in a higher-paying industry.

City and federal funding can help you with a stipend and child care while you’re participating in the program. https://t.co/ezlXWhbYjF",0
1986,"🚨HURRICANE UPDATE🚨

#Houston, NOW is the time to finish preparing!

Hurricane Laura is expected to make landfall somewhere b/w the Texas-Louisiana border as a major Hurricane.

Finish making your emergency kits, and make sure your family has an emergency plan. https://t.co/INx1lOGhpH QUOTE @NBCNews: DEVELOPING: Hurricane Laura now forecast to reach Cat. 4 strength with 145 mph winds before making landfall late Wednesday or early Thursday near the Texas-Louisiana border, NHC says. 

https://t.co/k5FGDwW6Jb https://t.co/M1l42JPsYf",0
1987,"Crystal Garcia, Brownsville native, is sharing how she is using her Mexican American roots  at UI College of Public Health to study the racial and ethnic disparities related to the COVID-19 pandemic. Read more about her below. #TX34Proud https://t.co/b8TwmppbCy",0
1988,"RT @WacoChamber: Monday, we're hosting @RepBillFlores, Dr. Ray Perryman and Neil Bradley for our annual State of the Nation event! Join us live at noon on https://t.co/v4KCgSvLrR or https://t.co/fWbFXOCgVa to hear about current federal policy issues and how they impact our city and our state. https://t.co/Eu1L1n3GVX",0
1989,"RT @TexasSignal: As Mike Pompeo continues to visit swing states like Texas and deliver partisan speeches, @JoaquinCastroTX wants to remind him that’s deeply inappropriate.  https://t.co/Zcx6QfDBCn",0
1990,RT @NBCLatino: Congressional Democrats call for FBI investigation of disinformation aimed at Latinos ⁦@RepDMP⁩ ⁦@JoaquinCastrotx⁩  by ⁦@SuzGamboa⁩  https://t.co/qtH8Zx9O7z,0
1991,"This ruling by the Texas Supreme Court shows why Congress must pass the #DropboxAccessAct, a bill @RepMGS, @RepEscobar, and I introduced earlier today.

We should be working to make voting easier and more convenient, not harder. https://t.co/8kpPnU3swN",0
1992,"As our nations grapples with the pandemic, Head Start programs throughout the country continue to support and teach our children. 

The future success of the United States is at risk if we fail to support Head Start in the next COVID-19 relief package.
https://t.co/QiNIIme55a",0
1993,"RT @WhiteHouse: ""There is simply no historical parallel for the magnitude and speed of the current economic recovery,"" Andy Puzder writes in Fox Business.

How America's economic strength before the pandemic shutdown is paying off now: https://t.co/wy69wpfjQq",0
1994,"He inspired millions, empowering black youth around the world. Thank you Chadwick Boseman for your impactful contributions to film as well as to society. Rest In Peace.
https://t.co/82gOPTUPFH",1
1995,"Our continued prayers for Comal County Sheriff’s Office Deputy Eddy Luna. Stay strong, sir. #TX21 

https://t.co/6cMFVbIKya",1
1996,RT @toddgillman: .@JoaquinCastrotx launches oversight probe into @SecPompeo speech from Jerusalem at #GOP convention https://t.co/rRAtI5b93K,1
1997,"Disney needs to answer these concerns - they should not be partnering with CCP-run entities responsible for the genocide and forced sterilization of the Uyghur population in Xinjiang. https://t.co/GycgsLhfHw QUOTE @thehill: NEW: GOP lawmakers want answers from Disney on Mulan, China https://t.co/zkYIXbg335 https://t.co/8PsOPxX54G",1
1998,"Voting, like everything else this year, looks different, thanks to the coronavirus pandemic. Learn how to protect yourself while early voting or on November 3rd. 
https://t.co/I80Wu76wDw",1
1999,"I am joining @GoogleDoodles in celebrating Jovita Idár, a Laredo native &amp; a pioneer in the fight of civil rights for Mexican-Americans &amp; women. Idár organized the first Mexican Congress to address racism &amp; educational opportunities for Mexican-Americans.
https://t.co/9Cc2xvcfwK",1
2000,"RT @obrienc2: .@RepChipRoy Recalls How Dems Acted When He Served as a Senate Judiciary Lawyer
https://t.co/XEuOHzvuxz #SCOTUS #AmyConeyBarrett",1
2001,"This a major loss for our democracy. Cutting the Census early will harm vulnerable communities across the United States by denying them federal funding and the political representation they deserve.  
 
Fill out the Census now. Before it’s too late. https://t.co/ZuhZpzonux QUOTE @nytimes: Breaking News: The Supreme Court allowed the Trump administration to shut down the census count early. https://t.co/0OOdRMlFiQ",1
2002,"Restaurants do so much more than feed us. They connect us to each other, and to our culture and history. These businesses have been hit hard and that's why I'm a cosponsor of the Restaurants Act. We must help these vital small businesses and their workers. https://t.co/Rrenlj0j1a",1
2003,"With the holidays coming, it's important North Texans can provide for their families and put food on their tables. Glad to hear Texans will see an extension to the expansion of their SNAP benefits this month. Call my office at 972-972-7949 for help.
https://t.co/qYxLvy02H9",1
2004,"#Texas continues to be the #1 state for business due to our lack of an individual income tax, reasonable cost of living &amp; common sense regulations. It’s Republican policies that have made #TX #1 16 times in the 16 yrs this poll has been conducted. https://t.co/OOPe2E6WeV",1
2005,We are proud to have received a score of 100 from the  Human Rights Campaign. We must continue to support the LGBTQ+ community and fight against all forms of discrimination. https://t.co/CFsy30B5Jz,1
2006,"RT @jaketapper: “Trump paid $750 in federal income taxes the year he won the presidency. In his first year in the WH, he paid another $750. He had paid no income taxes at all in 10 of the previous 15 years — largely because he reported losing much more money than he made” https://t.co/8vUofZIlJi",1
2007,"Let’s get this straight: We had a free, fair and secure election.

The attacks against our election jeopardize our democracy. We cannot let this continue. https://t.co/P5Ow6BM5ii QUOTE @nytimes: A group of federal, state and local officials declared the election to be ""the most secure"" in history, saying there was no sign any voting system was compromised. https://t.co/bMfeaFR1gH",1
2008,The result of Open Borders policies supported by Biden. . . https://t.co/g2Du6H60Uw QUOTE @FOX26Houston: The man charged with killing HPD Sgt. Preston is an illegal immigrant arrested 6 times for violent crimes who was jailed but never deported.​ https://t.co/uaR3wwfA3C,1
2009,"Today, I sent Gov. Abbott a letter regarding the economic outlook for many of our businesses. The time has come to lift restrictions, like the 51% TABC rule and other burdensome restrictions, that continue to interfere with the ability of Texans to carry out their livelihoods. https://t.co/Sixc1bCo0q",1
2010,"It is so important now to continue following best practices to stop the spread of this virus. Wear a mask in public, maintain social distancing, wash your hands and stay home if you are sick. 
https://t.co/8cDj9IqSZm",1
2011,"Since the ACA was signed into law, so many North Texans, including those with pre-existing conditions, were able to finally get coverage, and repealing this law through the courts would have dire consequences.

I will keep fighting to stop these attacks. https://t.co/jOd3AvgaOS",1
2012,"More great news about the American economy, growing at the fastest rate in history.  While there is still work to do, @realDonaldTrump is bringing our economy back to where it was before COVID
https://t.co/yTg7TOzMyK",1
2013,"RT @townhallcom: Earlier tonight, Townhall's @Julio_Rosas11 joined @IngrahamAngle to report what he's seeing on the ground in Philadelphia, PA:

""I haven't seen anything like this on this scale since Minneapolis back in May."" https://t.co/aajYTUDX4R",1
2014,"Prayers with Comal County Sheriff’s Office Deputy Eddy Luna, his family, and the department. 

#TX21 

https://t.co/LJi9aiE9qc",1
2015,"The flu is a dangerous but preventable virus, &amp; the symptoms it shares with #COVID19 mean that getting the flu vaccine this year is going to be more important than ever. Please do your part, sign up for a flu shot today. https://t.co/tGoVG7JYUW",1
2016,RT @GabMoBanks: BREAKING NEWS: A breakthrough... the U.S. Postal Service says voter registration materials may be permitted in Houston post offices @jaspscherer  https://t.co/i85tQ9oomA),1
2017,"RT @StatesmanWorld: The progressive contender in the race to chair the House Foreign Affairs Committee, Joaquin Castro, is already changing the conversation, writes @emilyctamkin.
https://t.co/JfRR4FDw4K",1
2018,"If this conduct is true, it’s outrageous that @USPS management would attempt to deceive the people of San Antonio about the condition of postal operations.

I expect an explanation from USPS leadership and an immediate reversal of these delays: deliver the people’s mail now. https://t.co/qUf4ddrjBX QUOTE @JFreports: USPS workers were instructed to hide backlogged mail from Congressman @JoaquinCastrotx as he toured a San Antonio post office, a union official said

From @liz_hardaway &amp; @bchasnoff https://t.co/xol8NApI6T @ExpressNews #USPS",1
2019,"RT @HouseJudiciary: NEW Report on Trump Administration Family Separation Policy

Family separation policy was “driven by an Administration that was willfully blind to its cruelty and determined to go to unthinkable extremes to deliver on political promises…”

https://t.co/t6JQYYexjQ",1
2020,". @CDCgov conducted a study on mental health during the #COVID19 pandemic – and the results are shocking. The data shows that more than 40 percent of those surveyed experienced a mental or behavioral health condition connected to the pandemic.
https://t.co/BHrWjrAMXq",1
2021,"One of my biggest mistakes happened early in my career, but the lessons learned from that mistake have had a far greater effect. Check out @MarkGraban's podcast, My Favorite Mistake, to hear more. https://t.co/Mj7oUzpdc9",1
2022,"Trump lies so much about voting by mail because he fears Americans safely exercising their rights to hold him and his enablers accountable.
https://t.co/lns3WD8OHG",1
2023,"Good to see Regina Estrada and the team at @JoesBakeryATX recognized for their community engagement efforts before and during this crisis. After the pandemic, I look forward to again visiting with friends at Joe’s over a chorizo plate.
https://t.co/PTPp9sgPoz",1
2024,"COVID-19 cases are increasing across the country, including here in Texas. I’ve voted to provide relief to our local governments and make sure they are prepared. I urge leaders in both parties to come together and pass a deal to help. https://t.co/SUItZ3r40r",1
2025,"This is a very disappointing decision that impacts over 300,000 TPS holders who call America home.

I co-sponsored &amp; voted for the American Dream &amp; Promise Act to provide permanent protections to TPS holders.

It’s time for the Senate to join our fight. 
https://t.co/o4dJoyXB8Y",1
2026,"American leadership in artificial intelligence is no longer guaranteed, but through congressional action we can sustain being at the forefront of this emerging technology &amp; continue fostering innovation. Read more in my joint column with @RepRobinKelly: https://t.co/815lxLTwJ3",1
2027,I sent a letter to @AjitPaiFCC addressing the latest incident where Facebook and Twitter censored or otherwise manipulated algorithms affecting the distribution of a New York Post story about alleged emails from Hunter Biden. (1/3),1
2028,"Technology can help us to combat this virus, but only if programs work as intended. That’s why I called on @USGAO to assess the effectiveness of contact tracing apps. https://t.co/WOdf8t7vmb",1
2029,"Congratulations to Rodriguez Elementary School in @SanMarcosCISD for receiving an architecture award from Texas Association of School Board Administrators and Texas Association of School Boards. A truly innovative campus.
https://t.co/1GxcHRBjX0",1
2030,RT @SCClemons: Talking #Science today at 1pmET #TheHillScience w/@RepTrey @RepSherrill @RepEBJ.  What should be our national priorities? Is science now a political dividing line in the country? https://t.co/XKT68sQ6ei,1
2031,Looking forward to discussing what we have learned and how we can move forward to address #COVID19 https://t.co/xXBkVbmPRz QUOTE @thehill: TODAY at 1PM EDT: Join us for #TheHillCOVID. We will be joined by Rep. @michaelcburgess and a panel of healthcare experts to discuss lessons learned from the coronavirus pandemic. RSVP now: https://t.co/Ewg4ckwscn https://t.co/Wui8nX8XHa,1
2032,"Trump scapegoats Latinos for political gain, and he has many accomplices.

Institutions that define American culture—media, publishing, Hollywood—have excluded Latinos &amp; promoted stereotypes.

Latinos must tell our stories.
by @mendezberry @MonicaRamirezOH https://t.co/6lLpGQ89zo",1
2033,"RT @SpeakerPelosi: The Trump assault on the Postal Service isn’t just a threat to the life of our democracy – it impacts the health of Americans in communities across the country. This Saturday, the House will take action. #DontMessWithUSPS https://t.co/mz6WTZBHZ4",1
2034,"Representation matters. Without Latinos working in journalism, publishing, film and other media industries, our stories would go untold – and the nation as a whole would be worse off for it. #MoreLatinosInMedia 

https://t.co/83mDd4MCOx",1
2035,"RT @CBS: Essential Heroes: A Momento Latino Event, hosted by @EvaLongoria, @GloriaEstefan and @ricky_martin, starts NOW on CBS and @CBSAllAccess. #MomentoOnCBS https://t.co/HAiMQds9WZ",1
2036,"This pandemic has left many North Texas families seeking food assistance, which is why I voted for the #CARESAct to help fight food insecurity. Glad to see Dallas County has created a grant program to aid local food pantries providing help. https://t.co/DIjvP0D6w5",1
2037,"🚨🚨 INCREDIBLE: Our U.S. economy grew by a record-shattering, highest ever 33.1% in the past three months!

We’re well on our way in the #GreatAmericanComeback! 🇺🇸 https://t.co/Yb0zZ13GW3",1
2038,"Families are caught in a two-pronged Republican attack: make it harder to vote and nearly impossible to get needed relief from a pandemic worsened by a White House and Governor’s Mansion leadership vacuum. Discussed with @dallasnews: 

https://t.co/Xdo7t2jpBI",1
2039,"I commend @RepSpeier and @RepStephenLynch for investigating the recent deaths at Fort Hood and disturbing allegations of sexual misconduct.

This is an important step to pursue justice for #VanessaGuillén and every servicemember failed by our military. https://t.co/OmEmlvx6Py",1
2040,"RT @HispanicCaucus: Ramon Timothy Lopez was burned and killed by police after being restrained face-down on the searing hot Phoneix asphalt for over five minutes.

We're mourning his death and monitoring the investigation. The Lopez family deserves justice and accountability.
https://t.co/RZEKkJ8MGv",1
2041,RT @Inclusionists: This is SO IMPORTANT. Please read!!! CC: @HispanicCaucus @JoaquinCastrotx  https://t.co/caRjc5Jf8j,1
2042,"I will continue to monitor this situation as it develops, but I want to share my sincerest condolences to the family of the Sgt who was killed in the line of duty today. My thoughts are also with the ⁦@houstonpolice⁩ who lost one of their own today. https://t.co/x61D5rxqe2",1
2043,"RT @HispanicCaucus: Seeing yourself on screen is a powerfully important — and these Latino creators, filmmakers, and actors tell why. 

Hollywood needs to give new generations of American Latinos more opportunities to tell their story today. #MoreLatinosInHollywood
https://t.co/Ey3onjjAyL",1
2044,"RT @JoaquinCastrotx: Trump scapegoats Latinos for political gain, and he has many accomplices.

Institutions that define American culture—media, publishing, Hollywood—have excluded Latinos &amp; promoted stereotypes.

Latinos must tell our stories.
by @mendezberry @MonicaRamirezOH https://t.co/6lLpGQ89zo",1
2045,"#OperationWarpSpeed is showcasing American Innovation at it’s finest. Turning the work of our scientists into a partisan issue is wrong. https://t.co/cmcW2DaYBd QUOTE @HouseCommerce: E&amp;C Republican leaders recently warned partisans would attempt to undermine efforts to develop a safe #COVID19 vaccine. This rhetoric is dangerous &amp; disrespectful to the scientists working around the clock to save lives. It must stop. 

Read more⬇️
https://t.co/PzWow06XaY",1
2046,"We must work together to reduce risk, and keep everyone safe at our universities and colleges. I commend @SMU student Austin Hickle for working with his fellow university leaders to make campuses safer. https://t.co/08UOI9g7eS",1
2047,Congratulations to IDEA San Juan College Preparatory art teacher Cristina Correa for being chosen as Texas Public Charter School’s 2020 Teacher of the Year! What a wonderful accomplishment for Ms. Correa and her campus! #TX34Proud https://t.co/ILi6KUVgy4,1
2048,Student veterans are facing challenges as universities utilize virtual learning to stop the spread of #COVID19. I'm glad Congress and the Admin. could come together and continue supporting our veterans by extending these GI Bill protections. https://t.co/1xo1Taanmk,1
2049,".@andrewMichta’s right about what we’re seeing in Philly, Portland, Seattle, &amp; other cities. https://t.co/zPUs8OMiAL QUOTE @andrewmichta: The left’s “long march” through the institutions is all but complete. Extreme intolerance has now replaced the liberal notion of negotiated compromise that is the sine qua non of democracy. My take via @WSJ https://t.co/NL4chE47XH",1
2050,"RT @GOPLeader: Americans have shuttered businesses, complied with local orders, and sacrificed everything to defeat the virus.

But Nancy Pelosi doesn’t think the rules apply to her. She thinks she deserves special treatment.

RT if you think she’s wrong. https://t.co/bYz0qdDhyD",1
2051,"I’m proud to have delivered hundreds of millions of dollars for TX rural health facilities during the pandemic &amp; will continue my work as their strong advocate in Congress so Texans receive the highest quality of care possible.

MORE on my work below ⬇️ https://t.co/rJNLJopdt7",1
2052,"RT @danielsgoldman: Trump’s 2d term agenda:

“I think, I think it would be, I think it would be very, very, I think we’d have a very, very solid, we would continue what we’re doing, we’d solidify what we’ve done and we have other things on our plate that we want to get done.” https://t.co/8SnW6jkrGw",1
2053,"Science alone must lead this timeline—not a minute faster or slower than the scientific evidence suggests. The stakes are far too high; we absolutely must resist Trump dangerously tampering with guardrails designed to help us get a safe, effective vaccine.
https://t.co/MRZzZn6QHJ",1
2054,"The Port of Brownsville is a major exporter of steel, aluminum and wind energy products in South Texas, and I look forward to seeing how the port will benefit from this grant to restore its business in agriculture.

https://t.co/meTIQg3iGQ",1
2055,"This is such a heartwarming story of Texans helping Texans. Way to go Ms. Lamkin! https://t.co/YDPqefky5E QUOTE @_jacob_sanchez: Sheryll Lamkin made more than 600 masks for everyone at Lakewood Elementary in @BeltonISD.

“I figured even if they can afford to buy a mask, there’s just something cool about getting something that someone cared enough to make for you,” Lamkin said.

https://t.co/XNrlL8BlFk",1
2056,"80% of VA prescriptions are delivered to veterans through the mail. The assault on the @USPS is hurting our veterans &amp; affecting their access to prescription drugs that are critical to the well-being of so many of our country’s heroes.

#DontMessWithUSPS 
https://t.co/9TxvWNCIB6",1
2057,"The CDC recommends that everyone older than 6 months of age should get their flu shot.

This is why I joined my colleagues in the House to urge @DHSgov to make sure that all migrants in their custody are given a flu shot.
https://t.co/wOmvq72b29",1
2058,"The economy continues its strong recovery under the leadership of @realDonaldTrump. Unemployment drops significantly again and more than 1.4 million jobs were added last month, and things will only get better.
https://t.co/T1UEOZ3TSR",1
2059,RT @PeterHotez: Many thanks ⁦@JInterlandi⁩ ⁦@nytimes⁩ ⁦@nytopinion⁩ for highlighting my testimony last week to ⁦@HispanicCaucus⁩  https://t.co/6kTIm9jLRt,1
2060,"RT @HouseForeign: Trump to Pompeo &amp; company: Stand Back and Stand By—Freeze your diversity training programs.

Let’s be absolutely clear: American diplomacy is strongest when it reflects the diversity of our great country and Congress will fight this every step of the way. 
https://t.co/zCPkYbHyPq",1
2061,"The Administration has announced a deal with @Walgreens  &amp; @cvspharmacy to administer the #COVID19 vaccine to seniors &amp; staff free of charge in all long-term care settings.
This is a great way to protect those that are most at-risk. https://t.co/1OvNrXZKLM",1
2062,"RT @Glenn_Hegar: Thank you @RepRWilliams. The issue of ensuring Texans have access to fast reliable broadband connections has never been more important

https://t.co/TlDdWQd7jh",1
2063,"As we continue to fight #COVID19 and move into flu season, it's now more important than ever to get your flu shot so we can avoid even more serious problems this fall and winter. Take time to get yours soon.
https://t.co/irBeK5I61Z",1
2064,"Why do @SpeakerPelosi and @HouseDemocrats continue to defend this and continue to call it ""mostly peaceful?"" 

Why aren't they standing with law enforcement? 

They won't lift a finger to help save these businesses, which people worked their lives to build.

They don't care. https://t.co/avggIkiO17 QUOTE @axios: $1 billion-plus riot damage is most expensive in insurance history https://t.co/edlbO0xsfH",1
2065,"The law continues to catch up with Trump. What is he covering up in his tax records that he doesn’t want New York prosecutors, and the public, to know?

https://t.co/rX4GpMUY4M",1
2066,RT @RepRaskin: The GOP’s authoritarianism is showing. https://t.co/tPOeYoNNzJ,1
2067,"The #COVID19 pandemic has made clear the importance of public health. As we fight this pandemic and prepare for future crises, Texas must finally expand Medicaid and make health care funding a priority. https://t.co/46ki4UKcO1",1
2068,"This is why the @SenateGOP must pass the #HEROESAct, for the safety and well-being of our children. https://t.co/6nwjPOAoIt QUOTE @USATODAY: As students return to classrooms, a CDC report finds that the majority of children, teens and young adults who die from COVID-19 are Hispanic, Black or Native American. https://t.co/IoWrKVNgQ3",1
2069,".@TheAcademy’s new standards are a good start and demonstrate a commitment to systemic change for greater equity and diversity in Hollywood.

Here’s my @Variety column on why Latino representation matters: https://t.co/KlJdPP08YB https://t.co/oT6Vsi3VNs QUOTE @TheAcademy: Change starts now. We've announced new representation and inclusion standards for Best Picture eligibility, beginning with the 96th #Oscars. Read more here: https://t.co/qdxtlZIVKb https://t.co/hR6c2jb5LM",1
2070,"Congratulations to Retired Navy Captains Billie Gunther and Philip Waddingham for being inducted into the “Hall of Heroes” at the Naval Air Station Kingsville for their many years of service and dedication to the naval station! #TX34Proud 
https://t.co/Oa5vLBhsLt",1
2071,"RT @NBCLatino: 'Racist voter suppression':
As Texas sees more Latino eligible voters, it keeps making it harder to register and to vote, Latino legal and civil rights organizations say. By ⁦@SuzGamboa⁩  https://t.co/wCq2Azf8L4",1
2072,"RT @billkellytexas: Hats off to @LaCongresista &amp; @RepAlGreenTX for their work to expose the @USPS refusal to have @LWVHouston set up voter registration information in local post offices.

Reminder: it is the US Postal SERVICE. No reason to not provide voter registration info

https://t.co/sYKS9KhbqR",1
2073,"Without $99 M in taxpayer dollars, development of remdesivir—with which Trump is treated—would've been abandoned. And yet this Admin. has stood aside as drugmaker hiked prices and as it was inaccessible for many due to shortages. My concerns in @newsweek:
https://t.co/OIANFHHig1",1
2074,"I worked on nominations during my 5-year tenure as an attorney on @senjudiciary. I know the playbook and tactics Democrats use (and will use) to destroy Republican judicial nominees. 

Here are some examples I wrote from my time in @FDRLST:

https://t.co/NwxtxTVJ6R",1
